0,1,2
0.0,0.0,48.8670043945
0.0,0.0,48.8546180725
0.0,0.0,49.1293067932
0.0,0.0,49.602771759
0.0,0.0,49.6859130859
0.0,0.0,49.4553451538
0.0,0.0,49.4385528564
0.0,0.0,49.0592460632
0.0,0.0,48.6458740234
0.0,0.0,48.5455970764
0.0,0.0,48.3482704163
0.0,0.0,48.1824302673
0.0,0.0,47.8199806213
0.0,0.0,47.5563583374
0.0,0.0,47.5676040649
0.0,0.0,47.516418457
0.0,0.0,47.1202697754
0.0,0.0,47.0386352539
0.0,0.0,46.7613945007
0.0,0.0,46.5531463623
0.0,0.0,46.2058868408
0.0,0.0,45.9410209656
0.0,0.0,45.6794662476
0.0,0.0,45.458694458
0.0,0.0,45.0299606323
0.0,0.0,44.9805259705
0.0,0.0,44.9317741394
0.0,0.0,44.804473877
0.0,0.0,44.6942443848
0.0,0.0,44.5850753784
0.0,0.0,44.6823005676
0.0,0.0,44.6397171021
0.0,0.0,44.2504806519
0.0,0.0,44.0515975952
0.0,0.0,44.0259552002
0.0,0.0,43.8798065186
0.0,0.0,43.8416213989
0.0,0.0,43.641368866
0.0,0.0,43.6046524048
0.0,0.0,43.3900947571
0.0,0.0,42.9583244324
0.0,0.0,42.8821029663
0.0,0.0,42.9210472107
0.0,0.0,42.5288467407
0.0,0.0,42.4210319519
0.0,0.0,42.4793777466
0.0,0.0,42.530620575
0.0,0.0,42.0033378601
0.0,0.0,41.5476722717
0.0,0.0,40.9311637878
0.0,0.0,40.584690094
0.0,0.0,40.9007873535
0.0,0.0,40.7907676697
0.0,0.0,39.4502983093
0.0,0.0,38.2590675354
0.0,0.0,37.972869873
0.0,0.0,37.9188995361
0.0,0.0,37.7663040161
0.0,0.0,37.6768798828
0.0,0.0,37.5926132202
0.0,0.0,37.5632858276
0.0,0.0,37.2623329163
0.0,0.0,37.1227073669
0.0,0.0,37.3152198792
0.0,0.0,37.2275238037
0.0,0.0,37.1846733093
0.0,0.0,37.0210800171
0.0,0.0,36.809677124
0.0,0.0,36.8631668091
0.0,0.0,36.8259658813
0.0,0.0,36.6408157349
0.0,0.0,36.3135299683
0.0,0.0,36.5198783875
0.0,0.0,36.2106018066
0.0,0.0,35.9965515137
0.0,0.0,36.0118103027
0.0,0.0,35.931804657
0.0,0.0,35.6569442749
0.0,0.0,35.6842193604
0.0,0.0,36.1510047913
0.0,0.0,35.7734680176
0.0,0.0,35.5055122375
0.0,0.0,35.494884491
0.0,0.0,35.6838188171
0.0,0.0,35.7011604309
0.0,0.0,35.4131889343
0.0,0.0,35.3107757568
0.0,0.0,35.5129623413
0.0,0.0,35.3803291321
0.0,0.0,35.1983833313
0.0,0.0,35.0636253357
0.0,0.0,35.0923805237
0.0,0.0,35.0735588074
0.0,0.0,34.9390106201
0.0,0.0,34.9802131653
0.0,0.0,34.6987724304
0.0,0.0,34.2785072327
0.0,0.0,34.4282188416
0.0,0.0,34.674533844
0.0,0.0,34.4675102234
0.0,0.0,34.5062942505
0.0,0.0,34.3812828064
0.0,0.0,34.5731315613
0.0,0.0,34.4538459778
0.0,0.0,34.3325576782
0.0,0.0,34.1568717957
0.0,0.0,33.9479560852
0.0,0.0,34.0048027039
0.0,0.0,33.4311714172
0.0,0.0,33.0026016235
0.0,0.0,32.9056053162
0.0,0.0,32.6789093018
0.0,0.0,32.2789802551
0.0,0.0,32.4122810364
0.0,0.0,32.8201255798
0.0,0.0,33.1971702576
0.0,0.0,33.5283279419
0.0,0.0,33.4618797302
0.0,0.0,33.7827262878
0.0,0.0,33.8264083862
0.0,0.0,33.5200309753
0.0,0.0,33.5731964111
0.0,0.0,33.5511054993
0.0,0.0,33.2901992798
0.0,0.0,33.1025848389
0.0,0.0,33.1550178528
0.0,0.0,33.3330688477
0.0,0.0,33.2359542847
0.0,0.0,32.8510513306
0.0,0.0,32.680973053
0.0,0.0,32.9293518066
0.0,0.0,32.9426651001
0.0,0.0,32.7421340942
0.0,0.0,32.5841407776
0.0,0.0,32.5890922546
0.0,0.0,32.3772888184
0.0,0.0,32.4322433472
0.0,0.0,32.2378387451
0.0,0.0,32.3319702148
0.0,0.0,32.5892105103
0.0,0.0,32.4990692139
0.0,0.0,32.2193832397
0.0,0.0,32.0661125183
0.0,0.0,32.0887107849
0.0,0.0,32.2758522034
0.0,0.0,32.0059204102
0.0,0.0,31.953042984
0.0,0.0,32.0136299133
0.0,0.0,31.8968811035
0.0,0.0,31.7382183075
0.0,0.0,31.7648563385
0.0,0.0,31.6931419373
0.0,0.0,31.7580547333
0.0,0.0,31.7839221954
0.0,0.0,31.6268310547
0.0,0.0,31.5160179138
0.0,0.0,31.5214748383
0.0,0.0,31.5031795502
0.0,0.0,31.5467090607
0.0,0.0,31.1996517181
0.0,0.0,31.5455856323
0.0,0.0,31.6203804016
0.0,0.0,31.3138866425
0.0,0.0,31.2760639191
0.0,0.0,31.3973426819
0.0,0.0,31.362947464
0.0,0.0,31.276506424
0.0,0.0,31.3435249329
0.0,0.0,31.4207191467
0.0,0.0,31.4124755859
0.0,0.0,31.3870697021
0.0,0.0,31.6741199493
0.0,0.0,31.5256156921
0.0,0.0,31.2838611603
0.0,0.0,31.1145210266
0.0,0.0,30.8021087646
0.0,0.0,30.6565513611
0.0,0.0,30.626745224
0.0,0.0,30.8333568573
0.0,0.0,30.579914093
0.0,0.0,30.606552124
0.0,0.0,30.7671451569
0.0,0.0,30.9120235443
0.0,0.0,30.6047935486
0.0,0.0,30.589925766
0.0,0.0,30.5922088623
0.0,0.0,30.6563472748
0.0,0.0,30.5732688904
0.0,0.0,30.5464134216
0.0,0.0,30.558588028
0.0,0.0,30.7832756042
0.0,0.0,30.7795600891
0.0,0.0,30.7760677338
0.0,0.0,30.7933101654
0.0,0.0,30.713727951
0.0,0.0,30.5584259033
0.0,0.0,30.4825382233
0.0,0.0,30.4115867615
0.0,0.0,30.5438251495
0.0,0.0,31.2019691467
0.0,0.0,30.623670578
0.0,0.0,30.2581977844
0.0,0.0,30.2600593567
0.0,0.0,30.1319484711
0.0,0.0,30.2716636658
0.0,0.0,30.4036617279
0.0,0.0,30.4651432037
0.0,0.0,30.5432434082
0.0,0.0,30.7549419403
0.0,0.0,31.0822925568
0.0,0.0,30.8709506989
0.0,0.0,30.762304306
0.0,0.0,31.0862064362
0.0,0.0,31.1549739838
0.0,0.0,30.9971065521
0.0,0.0,31.1458015442
0.0,0.0,31.1673259735
0.0,0.0,31.2342300415
0.0,0.0,31.3710746765
0.0,0.0,31.3982315063
0.0,0.0,31.4255981445
0.0,0.0,31.452960968
0.0,0.0,31.5590114594
0.0,0.0,31.3533763885
0.0,0.0,31.2917060852
0.0,0.0,31.3873596191
0.0,0.0,31.4833240509
0.0,0.0,31.4069633484
0.0,0.0,31.5041046143
0.0,0.0,31.4169387817
0.0,0.0,31.2383785248
0.0,0.0,31.1881504059
0.0,0.0,31.218296051
0.0,0.0,31.1697063446
0.0,0.0,31.3605194092
0.0,0.0,31.896900177
0.0,0.0,31.6146678925
0.0,0.0,31.388048172
0.0,0.0,31.6649188995
0.0,0.0,31.6266231537
0.0,0.0,31.7401390076
0.0,0.0,31.7314090729
0.0,0.0,31.6338500977
0.0,0.0,31.9218101501
0.0,0.0,31.9148101807
0.0,0.0,31.9586639404
0.0,0.0,32.176525116
0.0,0.0,32.0525932312
0.0,0.0,32.1465835571
0.0,0.0,31.8272228241
0.0,0.0,31.8771438599
0.0,0.0,32.1670188904
0.0,0.0,32.2163238525
0.0,0.0,32.0266494751
0.0,0.0,32.2039337158
0.0,0.0,32.6819343567
0.0,0.0,32.649394989
0.0,0.0,32.6676559448
0.0,0.0,32.6002731323
0.0,0.0,32.5652961731
0.0,0.0,32.5381507874
0.0,0.0,32.7206726074
0.0,0.0,32.9520530701
0.0,0.0,32.8008422852
0.0,0.0,32.9836387634
0.0,0.0,32.9627761841
0.0,0.0,32.7757644653
0.0,0.0,32.8352127075
0.0,0.0,33.1002464294
0.0,0.0,33.1552810669
0.0,0.0,33.0507850647
0.0,0.0,33.1142692566
0.0,0.0,33.2975158691
0.0,0.0,33.3577041626
0.0,0.0,33.2947425842
0.0,0.0,33.3089370728
0.0,0.0,33.3690605164
0.0,0.0,33.5926856995
0.0,0.0,33.6586265564
0.0,0.0,33.841960907
0.0,0.0,34.0252075195
0.0,0.0,33.8399810791
0.0,0.0,34.1043815613
0.0,0.0,33.9541816711
0.0,0.0,33.9336090088
0.0,0.0,33.8717384338
0.0,0.0,34.1367301941
0.0,0.0,34.2811584473
0.0,0.0,34.2602272034
0.0,0.0,34.4473991394
0.0,0.0,34.6784706116
0.0,0.0,34.6636390686
0.0,0.0,34.5787086487
0.0,0.0,34.6477775574
0.0,0.0,34.6808204651
0.0,0.0,34.5442657471
0.0,0.0,34.7404289246
0.0,0.0,34.8112335205
0.0,0.0,34.8818283081
0.0,0.0,34.8268852234
0.0,0.0,34.8978233337
0.0,0.0,34.9685974121
0.0,0.0,34.9940834045
0.0,0.0,35.1105232239
0.0,0.0,35.1814346313
0.0,0.0,35.3778495789
0.0,0.0,35.3232498169
0.0,0.0,35.719909668
0.0,0.0,35.6652946472
0.0,0.0,35.6616363525
0.0,0.0,35.5630264282
0.0,0.0,35.6470336914
0.0,0.0,35.7803573608
0.0,0.0,35.9782180786
0.0,0.0,35.9816856384
0.0,0.0,36.0583457947
0.0,0.0,36.1661567688
0.0,0.0,36.1651916504
0.0,0.0,36.4526176453
0.0,0.0,36.3776817322
0.0,0.0,36.4918060303
0.0,0.0,36.4978179932
0.0,0.0,36.5050125122
0.0,0.0,36.7119293213
0.0,0.0,36.7973060608
0.0,0.0,36.7615394592
0.0,0.0,36.8474617004
0.0,0.0,37.0822029114
0.0,0.0,37.0511741638
0.0,0.0,37.1411323547
0.0,0.0,37.2031707764
0.0,0.0,37.2933616638
0.0,0.0,37.4160842896
0.0,0.0,37.5109558105
0.0,0.0,37.6809692383
0.0,0.0,37.6612052917
0.0,0.0,37.8181228638
0.0,0.0,37.8994178772
0.0,0.0,38.1198959351
0.0,0.0,38.1773109436
0.0,0.0,38.1123352051
0.0,0.0,38.2347221375
0.0,0.0,38.447265625
0.0,0.0,38.8679656982
0.0,0.0,38.7130889893
0.0,0.0,38.8229026794
0.0,0.0,39.2412490845
0.0,0.0,38.7712860107
0.0,0.0,38.4041824341
0.0,0.0,38.1000175476
0.0,0.0,37.9780311584
0.0,0.0,48.9511299133
0.0,0.0,49.2045211792
0.0,0.0,50.3087921143
0.0,0.0,50.4223632812
0.0,0.0,49.1914520264
0.0,0.0,49.7554206848
0.0,0.0,49.9017944336
0.0,0.0,50.0564880371
0.0,0.0,48.7574081421
0.0,0.0,48.4503173828
0.0,0.0,48.1735115051
0.0,0.0,48.1298332214
0.0,0.0,47.6549911499
0.0,0.0,47.5390815735
0.0,0.0,47.4598655701
0.0,0.0,47.5276031494
0.0,0.0,47.2825050354
0.0,0.0,47.2113723755
0.0,0.0,46.8851203918
0.0,0.0,46.9698219299
0.0,0.0,46.5540351868
0.0,0.0,46.4550323486
0.0,0.0,45.9969787598
0.0,0.0,45.7483329773
0.0,0.0,45.3604354858
0.0,0.0,45.5307121277
0.0,0.0,45.2805557251
0.0,0.0,45.0796470642
0.0,0.0,44.9004173279
0.0,0.0,44.86095047
0.0,0.0,44.7615661621
0.0,0.0,44.9179801941
0.0,0.0,45.1545715332
0.0,0.0,45.324836731
0.0,0.0,45.2815132141
0.0,0.0,44.9905509949
0.0,0.0,44.8450126648
0.0,0.0,44.8554382324
0.0,0.0,45.3057060242
0.0,0.0,48.6505775452
0.0,0.0,46.3791236877
0.0,0.0,44.5148735046
0.0,0.0,43.8491706848
0.0,0.0,44.13230896
0.0,0.0,46.3802528381
0.0,0.0,46.2017707825
0.0,0.0,43.7557487488
0.0,0.0,43.6738739014
0.0,0.0,43.6225509644
0.0,0.0,43.2980232239
0.0,0.0,43.1256713867
0.0,0.0,45.4614982605
0.0,0.0,60.6294975281
0.0,0.0,60.1151580811
0.0,0.0,56.6497344971
0.0,0.0,57.7505912781
0.0,0.0,58.5603790283
0.0,0.0,58.5422134399
0.0,0.0,58.0681266785
0.0,0.0,58.8454017639
0.0,0.0,58.4714851379
0.0,0.0,57.5823554993
0.0,0.0,57.709487915
0.0,0.0,58.9762649536
0.0,0.0,59.0282859802
0.0,0.0,59.1749076843
0.0,0.0,59.1754837036
0.0,0.0,59.0755119324
0.0,0.0,59.0900878906
0.0,0.0,59.1428565979
0.0,0.0,59.1466255188
0.0,0.0,59.1008644104
0.0,0.0,59.3257751465
0.0,0.0,59.3097724915
0.0,0.0,59.2546615601
0.0,0.0,59.423614502
0.0,0.0,59.4188423157
0.0,0.0,59.4791221619
0.0,0.0,59.8488426208
0.0,0.0,59.670135498
0.0,0.0,59.7229576111
0.0,0.0,59.8920898438
0.0,0.0,59.9095840454
0.0,0.0,59.6773033142
0.0,0.0,59.7106666565
0.0,0.0,59.9728279114
0.0,0.0,60.0974082947
0.0,0.0,59.9775695801
0.0,0.0,58.5250740051
0.0,0.0,58.6807594299
0.0,0.0,60.0717163086
0.0,0.0,60.1580963135
0.0,0.0,59.7444343567
0.0,0.0,59.8614616394
0.0,0.0,60.3036651611
0.0,0.0,58.6772880554
0.0,0.0,58.8263053894
0.0,0.0,59.2828941345
0.0,0.0,59.7120056152
0.0,0.0,59.888671875
0.0,0.0,59.8256454468
0.0,0.0,59.6230354309
0.0,0.0,59.8196487427
0.0,0.0,60.6325416565
0.0,0.0,60.4846191406
0.0,0.0,60.3626785278
0.0,0.0,60.6425285339
0.0,0.0,61.0664634705
0.0,0.0,61.3591690063
0.0,0.0,61.1931381226
0.0,0.0,60.989616394
0.0,0.0,42.2799835205
0.0,0.0,37.1093025208
0.0,0.0,37.4094734192
0.0,0.0,38.1684989929
0.0,0.0,39.7995605469
0.0,0.0,39.1432113647
0.0,0.0,39.1413612366
0.0,0.0,39.218120575
0.0,0.0,39.7254867554
0.0,0.0,39.9619979858
0.0,0.0,40.0149154663
0.0,0.0,39.6369285583
0.0,0.0,39.4470481873
0.0,0.0,39.5472068787
0.0,0.0,39.601360321
0.0,0.0,39.6276893616
0.0,0.0,40.1044654846
0.0,0.0,39.5068092346
0.0,0.0,39.6551551819
0.0,0.0,40.2431259155
0.0,0.0,39.8565673828
0.0,0.0,38.9445495605
0.0,0.0,39.0352630615
0.0,0.0,40.1859359741
0.0,0.0,40.2633895874
0.0,0.0,40.3231811523
0.0,0.0,40.001335144
0.0,0.0,39.8925895691
0.0,0.0,40.1555099487
0.0,0.0,39.836894989
0.0,0.0,39.2637901306
0.0,0.0,39.3116378784
0.0,0.0,39.5422782898
0.0,0.0,39.6084785461
0.0,0.0,39.3908576965
0.0,0.0,39.3330955505
0.0,0.0,39.4313354492
0.0,0.0,39.3728790283
0.0,0.0,38.9149093628
0.0,0.0,39.1765327454
0.0,0.0,39.2692604065
0.0,0.0,39.21824646
0.0,0.0,39.1202507019
0.0,0.0,39.1891517639
0.0,0.0,39.304069519
0.0,0.0,39.2535476685
0.0,0.0,39.1856842041
0.0,0.0,38.8365020752
0.0,0.0,38.126159668
0.0,0.0,38.5482521057
0.0,0.0,38.7353935242
0.0,0.0,38.5645866394
0.0,0.0,38.3004226685
0.0,0.0,38.2659721375
0.0,0.0,38.0110321045
0.0,0.0,37.9044837952
0.0,0.0,39.0379371643
0.0,0.0,39.2992515564
0.0,0.0,39.1250610352
0.0,0.0,38.9644508362
0.0,0.0,39.014377594
0.0,0.0,39.1916465759
0.0,0.0,39.2365646362
0.0,0.0,39.6976509094
0.0,0.0,38.6841697693
0.0,0.0,38.1918106079
0.0,0.0,38.3435897827
0.0,0.0,38.5938072205
0.0,0.0,38.4208030701
0.0,0.0,38.4914474487
0.0,0.0,38.7041893005
0.0,0.0,38.1567687988
0.0,0.0,38.3062705994
0.0,0.0,37.9221382141
0.0,0.0,38.0561027527
0.0,0.0,38.1449813843
0.0,0.0,38.1555252075
0.0,0.0,38.4602012634
0.0,0.0,38.5538597107
0.0,0.0,38.2684745789
0.0,0.0,38.6134185791
0.0,0.0,38.6769371033
0.0,0.0,38.2486534119
0.0,0.0,37.8948554993
0.0,0.0,37.5773696899
0.0,0.0,37.2468032837
0.0,0.0,37.2780456543
0.0,0.0,37.8221664429
0.0,0.0,38.867855072
0.0,0.0,38.3151626587
0.0,0.0,37.5756721497
0.0,0.0,37.08852005
0.0,0.0,36.8683433533
0.0,0.0,37.2390174866
0.0,0.0,37.4620666504
0.0,0.0,37.0654792786
0.0,0.0,36.5809593201
0.0,0.0,36.9202537537
0.0,0.0,36.9359283447
0.0,0.0,36.3183937073
0.0,0.0,35.4948654175
0.0,0.0,35.357673645
0.0,0.0,35.2847709656
0.0,0.0,35.9195518494
0.0,0.0,36.1670303345
0.0,0.0,36.1065139771
0.0,0.0,36.0614814758
0.0,0.0,36.0933265686
0.0,0.0,36.1261825562
0.0,0.0,36.2594909668
0.0,0.0,36.4844436646
0.0,0.0,36.6909484863
0.0,0.0,36.6419906616
0.0,0.0,36.5115585327
0.0,0.0,36.5518112183
0.0,0.0,36.3971557617
0.0,0.0,36.0866127014
0.0,0.0,36.1348190308
0.0,0.0,36.4674758911
0.0,0.0,36.2895507812
0.0,0.0,35.4927978516
0.0,0.0,35.532535553
0.0,0.0,35.6519966125
0.0,0.0,35.7341003418
0.0,0.0,35.9847259521
0.0,0.0,36.0628051758
0.0,0.0,35.9771728516
0.0,0.0,35.9317550659
0.0,0.0,36.3780632019
0.0,0.0,36.4821014404
0.0,0.0,36.3711967468
0.0,0.0,36.5664291382
0.0,0.0,36.6504707336
0.0,0.0,36.412311554
0.0,0.0,35.9548912048
0.0,0.0,35.8603591919
0.0,0.0,35.5834732056
0.0,0.0,35.8759613037
0.0,0.0,35.8232727051
0.0,0.0,35.8279647827
0.0,0.0,35.9131164551
0.0,0.0,36.1488571167
0.0,0.0,36.1023139954
0.0,0.0,35.9612426758
0.0,0.0,35.6565361023
0.0,0.0,35.6093254089
0.0,0.0,35.6294174194
0.0,0.0,35.3997116089
0.0,0.0,35.1988296509
0.0,0.0,35.2085151672
0.0,0.0,35.2733192444
0.0,0.0,35.2793273926
0.0,0.0,35.210975647
0.0,0.0,35.2552719116
0.0,0.0,35.3645553589
0.0,0.0,35.3418769836
0.0,0.0,35.273311615
0.0,0.0,35.3381462097
0.0,0.0,35.3203010559
0.0,0.0,35.3427734375
0.0,0.0,35.527507782
0.0,0.0,35.5982398987
0.0,0.0,35.5498962402
0.0,0.0,35.519908905
0.0,0.0,35.4991760254
0.0,0.0,35.6492996216
0.0,0.0,35.5810852051
0.0,0.0,35.5566101074
0.0,0.0,35.5033874512
0.0,0.0,35.4853477478
0.0,0.0,35.6815605164
0.0,0.0,35.5170936584
0.0,0.0,35.4919204712
0.0,0.0,35.5646324158
0.0,0.0,35.4151687622
0.0,0.0,35.7039909363
0.0,0.0,35.9140129089
0.0,0.0,35.9017295837
0.0,0.0,35.9286460876
0.0,0.0,36.0646781921
0.0,0.0,36.197013855
0.0,0.0,36.13646698
0.0,0.0,36.1092147827
0.0,0.0,35.9222259521
0.0,0.0,35.9215087891
0.0,0.0,36.0008773804
0.0,0.0,36.0453948975
0.0,0.0,35.986240387
0.0,0.0,35.9722137451
0.0,0.0,36.0514717102
0.0,0.0,36.0973777771
0.0,0.0,36.0359954834
0.0,0.0,36.051525116
0.0,0.0,35.9014434814
0.0,0.0,36.0487747192
0.0,0.0,36.2752914429
0.0,0.0,36.5650596619
0.0,0.0,36.6123847961
0.0,0.0,36.5385627747
0.0,0.0,36.5375099182
0.0,0.0,36.7737388611
0.0,0.0,36.8676071167
0.0,0.0,36.8899459839
0.0,0.0,36.7927322388
0.0,0.0,36.9155426025
0.0,0.0,37.0623245239
0.0,0.0,37.1186332703
0.0,0.0,37.3538246155
0.0,0.0,37.1817932129
0.0,0.0,37.0230712891
0.0,0.0,37.3244895935
0.0,0.0,37.2830963135
0.0,0.0,37.4451408386
0.0,0.0,37.5071983337
0.0,0.0,37.3533363342
0.0,0.0,37.4525222778
0.0,0.0,37.6949424744
0.0,0.0,37.7391319275
0.0,0.0,37.5832138062
0.0,0.0,37.9215583801
0.0,0.0,37.906665802
0.0,0.0,38.1119613647
0.0,0.0,38.3303794861
0.0,0.0,38.3252067566
0.0,0.0,38.1595497131
0.0,0.0,38.4090995789
0.0,0.0,38.5165634155
0.0,0.0,38.6035346985
